date,평균기온,최저기온,최고기온,강수 계속시간,일강수량,최대 순간 풍속,최대 순간 풍속 풍향,최대 풍속,최대 풍속 풍향,평균 풍속,풍정합,평균 이슬점온도,최소 상대습도,평균 상대습도,평균 증기압,평균 현지기압,합계 일조 시간,시간당 최다일사량,합계 일사,일 최심적설,합계 대형증발량,안개 계속시간,PM10,PM2.5,O3,NO2,CO,SO2,187750,45060,83550,45520,22100,종합대기상태,종합대기지수,주오염물질,china_PM25
2018-05-15,23.2,15.4,29.3,0.75,0.0,7.0,230.0,3.4,200.0,1.1,934.0,13.3,31.0,56.4,15.5,1000.0,8.9,3.14,21.18,,3.9,,66.0,48.0,0.034,0.05,0.8,0.004,-0.061962134,-0.009183673,0.001043841,0.0,0.001408451,나쁨,109.0,초미세먼지(PM2.5),103.2
2018-05-16,22.3,21.8,24.4,17.07,45.0,12.0,230.0,6.1,200.0,1.9,1648.0,21.1,62.0,93.8,25.1,995.1,0.0,0.39,1.6,,0.5,,38.0,26.0,0.005,0.035,0.5,0.003,-0.005671078,0.0,-0.009384776,-0.02189781,0.00284495,보통,64.0,초미세먼지(PM2.5),93.2
2018-05-17,20.9,18.8,23.5,19.75,83.0,13.4,270.0,8.0,290.0,1.4,1228.0,20.4,80.0,97.0,24.0,994.0,0.0,1.5,3.96,,0.8,0.33,14.0,10.0,0.009000000000000001,0.031,0.5,0.002,0.0019120460000000001,0.006198347,0.019874476999999998,-0.0037593979999999997,0.002890173,보통,51.0,이산화질소,92.0
2018-05-18,16.3,12.2,19.3,13.33,6.5,7.0,20.0,2.7,20.0,1.3,1117.0,13.9,66.0,86.8,16.3,996.2,0.4,0.84,5.64,,1.5,,16.0,6.0,0.013000000000000001,0.023,0.4,0.002,0.011516315,0.0,0.014659686000000002,-0.003787879,0.009536785,좋음,38.0,이산화질소,51.4
2018-05-19,17.6,10.3,24.7,,,7.3,20.0,2.9,50.0,1.5,1328.0,5.6,31.0,47.5,9.1,1005.9,12.7,3.52,29.13,,5.3,,11.0,5.0,0.033,0.021,0.3,0.002,,,,,,보통,53.0,오존,38.7
2018-05-20,17.0,11.5,22.6,,,8.7,50.0,2.8,110.0,1.4,1186.0,-0.2,22.0,32.1,6.1,1009.2,4.2,1.89,14.42,,3.9,,11.0,6.0,0.035,0.021,0.3,0.002,,,,,,보통,54.0,오존,38.7
2018-05-21,17.8,11.3,23.7,,,7.2,140.0,3.5,160.0,1.4,1217.0,4.7,24.0,43.9,9.1,1007.9,8.8,3.49,24.59,,4.4,,18.0,10.0,0.036000000000000004,0.028999999999999998,0.4,0.003,0.0,0.00617284,0.007099391,0.018450185,0.00135318,보통,55.0,오존,48.0
2018-05-22,18.1,15.4,23.2,9.5,12.5,5.7,270.0,3.1,290.0,1.1,949.0,13.4,48.0,75.5,15.5,1002.0,2.7,1.87,10.87,,2.2,,38.0,21.0,0.028999999999999998,0.03,0.5,0.003,,,,,,보통,54.0,초미세먼지(PM2.5),53.5
2018-05-23,17.3,13.6,23.3,3.5,6.5,8.6,250.0,5.0,290.0,2.5,2133.0,7.7,27.0,57.1,10.7,998.4,12.7,3.52,29.2,,5.6,,40.0,9.0,0.046,0.016,0.3,0.002,0.0,-0.005149331,0.01,0.0078125,0.0027662520000000003,보통,63.0,오존,61.8
2018-05-24,18.3,11.2,23.7,,,10.3,180.0,5.4,200.0,2.2,1913.0,6.2,24.0,47.4,9.6,999.5,12.5,3.28,27.02,,5.8,,81.0,22.0,0.045,0.032,0.5,0.004,0.007604563000000001,0.008290155,0.0,0.003846154,0.005532503,보통,85.0,미세먼지(PM10),58.6
2018-05-25,19.7,13.8,26.2,,,8.6,200.0,4.5,290.0,1.8,1552.0,6.9,22.0,47.4,10.1,998.5,12.1,3.36,25.48,,5.4,,79.0,30.0,0.052000000000000005,0.037000000000000005,0.6,0.004,0.0018939389999999999,-0.004158004,-0.01,-0.026923077000000004,-0.019690577,보통,83.0,미세먼지(PM10),51.2
2018-05-26,21.8,14.0,29.6,,,7.7,320.0,4.0,270.0,1.4,1223.0,10.0,27.0,50.1,12.3,998.8,12.6,3.29,26.86,,5.7,,74.0,32.0,0.063,0.04,0.6,0.004,,,,,,보통,79.0,미세먼지(PM10),79.8
2018-05-27,20.3,17.3,24.7,,,6.9,290.0,4.1,290.0,1.7,1500.0,8.3,30.0,47.4,11.0,1000.4,4.7,2.22,17.12,,4.0,,56.0,23.0,0.057,0.027000000000000003,0.5,0.005,,,,,,보통,73.0,오존,109.0
2018-05-28,22.3,16.2,29.1,,,7.9,320.0,4.3,320.0,1.6,1404.0,11.0,34.0,49.8,13.2,999.9,12.5,3.33,26.49,,5.3,,44.0,22.0,0.048,0.034,0.5,0.004,0.0,0.005291005,0.011011011000000001,-0.003937008,0.019971469,보통,65.0,오존,97.4
2018-05-29,21.4,19.1,25.9,3.0,1.0,9.3,290.0,4.4,320.0,1.8,1558.0,15.3,50.0,69.3,17.5,1001.2,3.4,2.5,13.34,,2.6,,38.0,23.0,0.035,0.028999999999999998,0.4,0.004,0.015414258,0.0,0.015075377,0.0,0.0070028009999999995,보통,56.0,초미세먼지(PM2.5),90.2
2018-05-30,20.2,15.8,24.7,2.25,0.0,8.1,290.0,4.4,290.0,1.9,1656.0,14.1,35.0,69.8,16.2,1000.0,9.8,2.94,21.67,,4.4,,43.0,26.0,0.031,0.027000000000000003,0.5,0.003,0.020446097,0.0,0.013104838999999998,0.007575758,-0.009873060999999999,보통,64.0,초미세먼지(PM2.5),20.9
2018-05-31,20.9,14.2,27.6,,,6.8,290.0,3.6,320.0,1.9,1618.0,11.8,35.0,58.9,13.9,1001.4,12.9,3.34,26.94,,5.4,,36.0,21.0,0.04,0.024,0.4,0.003,0.0018214939999999999,0.009782609,0.014198783000000001,0.016,0.008608321,보통,58.0,오존,28.4
2018-06-01,23.8,17.5,30.2,,,8.2,290.0,4.3,290.0,1.9,1639.0,12.1,30.0,50.4,14.1,1004.7,12.9,3.3,27.94,,6.5,,34.0,20.0,0.04,0.038,0.5,0.003,0.0018621970000000001,0.005405405,0.018329939,-0.003984064,-0.0056737590000000004,보통,63.0,이산화질소,28.9
2018-06-02,23.4,17.6,30.1,,,7.6,270.0,4.5,290.0,2.0,1744.0,9.6,20.0,44.5,12.0,1005.1,12.8,3.42,28.49,,7.0,,39.0,22.0,0.039,0.037000000000000005,0.5,0.005,,,,,,보통,61.0,이산화질소,30.4
2018-06-03,24.0,16.9,30.8,,,8.0,320.0,4.2,270.0,1.6,1425.0,8.1,19.0,39.4,10.8,1003.0,12.9,3.29,27.18,,6.6,,29.0,19.0,0.044000000000000004,0.032,0.5,0.003,,,,,,보통,62.0,오존,57.8
2018-06-04,22.6,18.9,27.5,,,8.1,270.0,4.4,270.0,1.9,1601.0,11.3,27.0,50.1,13.6,1002.6,9.2,3.03,21.13,,4.7,,38.0,24.0,0.028999999999999998,0.038,0.5,0.005,0.007619048000000001,-0.002162162,-0.00101833,0.011811024,0.0,보통,63.0,이산화질소,62.4
2018-06-05,23.7,17.7,29.2,,,7.1,320.0,4.0,290.0,1.7,1437.0,12.7,31.0,52.5,14.7,1001.6,11.4,3.23,24.35,,5.4,,38.0,26.0,0.044000000000000004,0.027999999999999997,0.4,0.005,-0.007905138,0.004296455,0.025,0.0,0.012693935,보통,64.0,초미세먼지(PM2.5),35.1
2018-06-06,23.0,18.4,27.9,,,7.4,250.0,4.0,290.0,2.0,1745.0,15.2,44.0,62.9,17.4,1002.1,12.7,3.21,26.6,,4.9,,42.0,29.0,0.039,0.024,0.4,0.004,,,,,,보통,69.0,초미세먼지(PM2.5),41.7
2018-06-07,22.2,17.8,29.4,,,7.3,340.0,4.1,320.0,2.0,1740.0,15.7,37.0,69.3,17.9,1001.7,9.4,3.26,24.04,,4.7,,42.0,27.0,0.027000000000000003,0.03,0.4,0.003,0.004098361,0.0010764260000000001,0.014778325,0.00390625,0.007032349,보통,66.0,초미세먼지(PM2.5),52.8
2018-06-08,21.9,18.5,27.0,,,6.4,290.0,3.7,320.0,2.1,1773.0,15.3,47.0,68.0,17.5,998.8,7.1,2.87,18.52,,3.7,,29.0,19.0,0.039,0.016,0.3,0.003,-0.008213551999999999,0.004219409,0.018604651,-0.00729927,0.006877579,보통,58.0,오존,24.9
2018-06-09,23.7,18.9,30.1,5.0,0.5,6.5,50.0,3.5,160.0,1.4,1205.0,14.9,35.0,60.6,17.0,997.1,7.9,2.88,20.24,,4.1,,35.0,22.0,0.038,0.027000000000000003,0.4,0.003,,,,,,보통,57.0,오존,23.4
2018-06-10,21.3,18.3,24.9,4.67,0.5,7.1,90.0,2.9,110.0,1.4,1189.0,12.9,47.0,59.9,14.9,994.7,1.4,2.45,12.82,,3.2,,9.0,5.0,0.035,0.015,0.3,0.002,,,,,,보통,54.0,오존,29.3
2018-06-11,20.2,18.0,23.9,5.42,5.0,7.7,340.0,4.3,340.0,1.4,1231.0,13.5,45.0,67.3,15.7,990.9,3.3,2.67,11.27,,2.4,,11.0,5.0,0.024,0.02,0.3,0.002,0.0,0.0010582010000000002,0.023474178,0.0,0.0027894,좋음,40.0,오존,49.5
2018-06-12,21.3,16.6,27.1,1.08,0.0,8.3,290.0,4.7,320.0,1.7,1508.0,14.0,40.0,65.5,16.0,993.0,12.1,3.18,23.45,,4.4,,13.0,7.0,0.027999999999999997,0.017,0.3,0.002,0.0,-0.006329114,0.0,-0.0036764709999999997,0.0,좋음,47.0,오존,70.6
2018-06-13,22.0,18.3,27.0,0.33,0.0,9.5,290.0,5.1,320.0,1.5,1319.0,14.7,46.0,64.0,16.7,996.2,4.9,2.95,15.75,,2.8,,24.0,16.0,0.034,0.027000000000000003,0.5,0.003,,,,,,보통,53.0,오존,81.5
2018-06-14,21.6,18.8,25.1,7.08,29.0,6.5,290.0,3.7,290.0,1.1,981.0,16.6,55.0,74.9,19.0,997.7,1.4,1.91,10.34,,2.3,,30.0,19.0,0.026000000000000002,0.031,0.5,0.003,0.018367347,0.002120891,0.023584906,-0.011029411999999999,0.0,보통,51.0,이산화질소,57.9
2018-06-15,21.7,17.2,27.0,4.17,16.5,7.2,50.0,2.7,110.0,1.4,1238.0,13.1,38.0,60.8,15.2,1001.0,9.8,3.42,23.64,,4.7,,15.0,8.0,0.028999999999999998,0.02,0.4,0.002,0.0,-0.0053590569999999995,0.0,-0.0074074069999999995,0.001412429,좋음,48.0,오존,88.7
2018-06-16,22.5,16.3,28.7,,,5.6,320.0,2.8,270.0,1.4,1251.0,12.9,36.0,56.4,15.1,1002.1,13.0,3.36,28.06,,5.3,,22.0,10.0,0.043,0.02,0.3,0.002,,,,,,보통,61.0,오존,76.9
2018-06-17,22.8,18.9,27.5,,,6.7,320.0,3.9,320.0,1.3,1158.0,16.1,43.0,66.9,18.2,1000.3,2.4,2.4,14.78,,3.2,,46.0,30.0,0.047,0.026000000000000002,0.5,0.003,,,,,,보통,72.0,초미세먼지(PM2.5),71.7
2018-06-18,24.8,19.9,30.8,,,7.4,290.0,4.0,320.0,1.5,1337.0,14.4,31.0,54.9,16.4,996.9,12.6,3.1,26.17,,5.4,,40.0,26.0,0.045,0.033,0.5,0.004,0.004149378,-0.005393743,0.012024048,-0.007142857,-0.005698005999999999,보통,64.0,초미세먼지(PM2.5),60.2
2018-06-19,22.4,19.1,27.2,,,7.7,180.0,3.6,270.0,1.8,1550.0,14.2,41.0,61.3,16.2,994.8,3.1,2.59,17.65,,3.7,,34.0,23.0,0.031,0.035,0.5,0.005,0.002188184,-0.002217295,0.008213551999999999,-0.010948905,0.0,보통,58.0,이산화질소,77.0
2018-06-20,22.7,19.1,28.4,,,8.0,320.0,4.2,270.0,2.3,2024.0,16.1,41.0,68.1,18.3,994.0,10.2,3.38,24.52,,5.1,,38.0,27.0,0.043,0.017,0.4,0.003,0.009174311999999999,-0.012457531,0.016684046,-0.007220216999999999,-0.013636364,보통,66.0,초미세먼지(PM2.5),57.3
2018-06-21,23.7,19.4,28.7,,,9.3,320.0,4.4,320.0,2.2,1882.0,14.9,32.0,60.1,17.0,997.1,12.6,3.42,28.21,,6.1,,34.0,22.0,0.048,0.019,0.4,0.003,-0.004587155999999999,0.0,0.009756098000000001,0.0,0.001481481,보통,65.0,오존,45.5
2018-06-22,25.0,18.2,32.0,,,7.8,20.0,4.3,320.0,1.8,1579.0,10.4,20.0,45.1,12.9,998.3,12.4,3.21,27.4,,6.6,,37.0,24.0,0.049,0.033,0.5,0.003,0.007425743,-0.004524887,0.01,-0.014234875,-0.003062787,보통,66.0,오존,43.2
2018-06-23,24.5,20.9,28.9,,,8.0,340.0,4.4,290.0,2.0,1724.0,12.9,28.0,50.6,15.3,994.8,8.5,2.93,22.19,,5.0,,35.0,21.0,0.049,0.028999999999999998,0.5,0.005,,,,,,보통,66.0,오존,57.3
2018-06-24,25.2,20.1,32.1,,,6.8,290.0,3.7,270.0,1.9,1647.0,16.3,28.0,62.8,18.8,998.1,11.1,3.24,25.7,,5.8,,62.0,37.0,0.062,0.02,0.5,0.005,,,,,,보통,87.0,초미세먼지(PM2.5),46.9
2018-06-25,27.1,21.3,32.9,,,5.9,200.0,3.2,320.0,1.2,1027.0,17.0,31.0,57.1,19.5,1000.2,7.8,2.91,20.44,,4.3,,57.0,33.0,0.061,0.038,0.5,0.004,-0.009975062,0.0,0.02,-0.010752688,0.001519757,보통,77.0,초미세먼지(PM2.5),53.9
2018-06-26,22.3,20.2,26.9,20.17,71.5,10.5,160.0,5.7,200.0,2.4,2031.0,19.9,47.0,88.3,23.5,993.7,0.0,0.26,1.29,,0.6,0.97,56.0,36.0,0.03,0.037000000000000005,0.6,0.004,-0.019512195,-0.012731481000000001,0.0,0.0,-0.016129031999999998,보통,85.0,초미세먼지(PM2.5),86.0
2018-06-27,22.3,19.1,25.5,8.83,1.0,8.0,200.0,4.5,230.0,2.0,1693.0,18.9,65.0,81.9,21.8,992.3,2.9,2.38,13.56,,2.7,,26.0,18.0,0.040999999999999995,0.025,0.5,0.003,-0.012315271000000001,0.0,0.009950249,0.0,0.00148368,보통,59.0,오존,83.8
2018-06-28,23.3,20.6,27.3,7.5,26.5,7.9,200.0,4.3,200.0,1.1,993.0,20.5,61.0,85.1,24.1,989.6,1.9,1.3,9.31,,1.7,,24.0,15.0,0.02,0.035,0.6,0.003,-0.01754386,0.0,0.005,-0.0067567569999999995,0.004477612,보통,58.0,이산화질소,49.3
2018-06-29,24.7,21.9,29.1,7.67,6.5,6.2,290.0,3.2,290.0,1.5,1279.0,20.4,56.0,78.5,24.0,993.1,8.4,2.62,18.79,,3.4,,36.0,24.0,0.040999999999999995,0.03,0.5,0.003,0.022556391000000002,-0.010465116,0.003033367,-0.006711409000000001,0.023460411,보통,59.0,오존,19.7
2018-06-30,24.4,21.6,27.9,4.33,14.5,9.4,160.0,5.1,200.0,0.9,749.0,21.4,65.0,83.8,25.5,999.6,0.5,1.84,8.76,,1.6,,60.0,41.0,0.02,0.039,0.6,0.003,,,,,,보통,95.0,초미세먼지(PM2.5),24.1
2018-07-01,21.9,21.0,22.8,19.25,83.5,5.3,70.0,2.3,270.0,0.8,707.0,20.9,84.0,94.6,24.8,999.3,0.0,0.29,2.09,,0.5,,12.0,8.0,0.013999999999999999,0.025,0.4,0.002,,,,,,좋음,42.0,이산화질소,38.1
2018-07-02,22.6,20.6,25.3,21.58,59.5,6.0,160.0,2.9,160.0,0.7,592.0,21.8,84.0,95.4,26.1,997.5,0.1,0.88,4.73,,1.2,,12.0,7.0,0.015,0.037000000000000005,0.5,0.003,0.010126582,0.0,0.002020202,0.013114754,0.007342144,보통,61.0,이산화질소,50.6
2018-07-03,27.4,22.5,32.6,1.58,0.1,6.9,50.0,2.6,50.0,0.8,724.0,22.0,47.0,74.4,26.4,990.1,10.1,3.11,22.88,,4.6,,14.0,8.0,0.011000000000000001,0.023,0.4,0.003,0.018567639,-0.008353221999999999,-0.008333333,-0.006734006999999999,0.001515152,좋음,38.0,이산화질소,43.5
2018-07-04,27.3,24.0,31.8,,,7.3,320.0,3.9,290.0,1.7,1475.0,21.0,51.0,69.6,24.9,988.1,8.4,2.75,22.43,,4.4,,20.0,11.0,0.021,0.025,0.4,0.003,0.033766234,-0.013033175,0.012698413,-0.010273973,0.005891016,좋음,42.0,이산화질소,49.8
2018-07-05,25.3,23.4,29.0,2.67,0.5,6.8,110.0,3.0,320.0,1.2,1008.0,19.9,58.0,72.8,23.4,993.3,1.7,1.73,10.88,,2.6,,20.0,14.0,0.018000000000000002,0.023,0.4,0.003,-0.0077120819999999994,0.0023696679999999997,0.007070707,-0.010273973,0.008498584,좋음,38.0,이산화질소,50.1
2018-07-06,23.9,21.5,27.1,,,8.3,320.0,3.4,50.0,1.8,1533.0,15.0,49.0,57.8,17.1,998.2,2.6,2.51,15.83,,3.8,,6.0,3.0,0.016,0.018000000000000002,0.3,0.002,0.021220159,0.002466091,0.015151515,0.027972028,0.00286123,좋음,30.0,이산화질소,64.3
2018-07-07,23.7,19.5,29.2,,,7.1,90.0,2.3,50.0,1.6,1346.0,12.9,42.0,51.4,14.9,1000.3,,3.41,27.32,,5.3,,8.0,3.0,0.026000000000000002,0.016,0.3,0.002,,,,,,좋음,43.0,오존,51.7
2018-07-08,23.3,17.7,28.1,,,6.8,290.0,2.8,140.0,1.5,1259.0,12.5,36.0,51.5,14.6,1002.4,9.5,3.33,23.98,,4.4,,11.0,6.0,0.03,0.018000000000000002,0.3,0.002,,,,,,좋음,50.0,오존,47.8
2018-07-09,20.8,20.1,24.2,17.58,14.0,6.0,20.0,1.8,90.0,1.1,932.0,17.4,61.0,82.3,20.0,1004.9,0.0,0.52,4.0,,0.8,,9.0,5.0,0.009000000000000001,0.019,0.3,0.002,0.015625,-0.069427527,0.0,-0.014134276000000001,-0.01,좋음,32.0,이산화질소,63.7
2018-07-10,23.7,20.4,26.5,8.67,16.5,4.3,20.0,1.6,50.0,0.7,608.0,21.4,74.0,87.8,25.6,1004.4,0.0,1.06,5.92,,1.2,,24.0,13.0,0.003,0.031,0.6,0.003,0.005263158,0.025787966000000002,0.006036216999999999,-0.0037174720000000003,0.008534851,보통,51.0,이산화질소,65.8
2018-07-11,26.8,24.4,29.5,10.58,3.0,8.4,290.0,3.9,250.0,1.3,1155.0,23.4,66.0,82.9,28.9,1004.9,0.1,1.29,8.74,,2.1,,37.0,20.0,0.006,0.025,0.5,0.004,-0.002624672,0.0,0.0,-0.003597122,0.0,보통,51.0,초미세먼지(PM2.5),35.7
2018-07-12,26.6,25.1,28.2,6.08,1.0,6.8,270.0,3.6,290.0,1.5,1285.0,23.2,73.0,82.4,28.5,1003.4,1.1,1.11,9.92,,2.1,,31.0,16.0,0.005,0.019,0.3,0.004,0.015544041000000001,0.0,0.009852217,-0.014084507,0.0,좋음,43.0,초미세먼지(PM2.5),38.0
2018-07-13,27.3,24.7,30.9,,,6.2,320.0,3.4,320.0,1.8,1575.0,22.2,58.0,74.8,26.8,1002.4,7.0,1.91,15.6,,3.3,,22.0,14.0,0.011000000000000001,0.019,0.3,0.004,-0.0049627790000000005,0.0,0.0,-0.00990099,0.008474576,좋음,37.0,초미세먼지(PM2.5),27.2
2018-07-14,27.9,24.6,31.9,0.33,0.0,7.6,200.0,4.2,200.0,1.9,1646.0,21.5,51.0,69.6,25.7,1001.4,11.3,2.67,21.51,,4.4,,20.0,13.0,0.013999999999999999,0.02,0.3,0.004,,,,,,좋음,33.0,이산화질소,41.6
2018-07-15,28.3,24.5,33.2,,,6.5,290.0,3.7,290.0,1.6,1346.0,21.8,46.0,69.6,26.2,1002.3,11.0,3.28,22.91,,4.9,,23.0,16.0,0.026000000000000002,0.013999999999999999,0.3,0.004,,,,,,좋음,43.0,오존,48.6
2018-07-16,28.7,24.0,34.0,,,6.8,290.0,3.6,320.0,1.7,1486.0,20.7,40.0,64.3,24.4,1002.4,12.9,3.23,26.67,,6.0,,23.0,16.0,0.024,0.021,0.3,0.004,0.007389163000000001,0.0,0.039408867,-0.012820513,0.002773925,좋음,43.0,초미세먼지(PM2.5),55.6
2018-07-17,28.1,23.9,32.1,,,7.6,270.0,4.1,270.0,1.7,1503.0,20.9,45.0,66.5,24.7,1002.2,13.0,3.01,25.57,,5.2,,28.0,21.0,0.016,0.021,0.3,0.005,-0.054726368,0.004016064000000001,0.0,0.0,0.0,보통,54.0,초미세먼지(PM2.5),23.9
2018-07-18,28.2,23.7,33.2,,,7.9,290.0,4.1,320.0,1.6,1352.0,20.4,41.0,64.8,24.1,1001.9,13.0,2.96,25.14,,5.6,,33.0,26.0,0.023,0.022000000000000002,0.3,0.004,0.002638522,0.0,0.015,0.0,0.002773925,보통,64.0,초미세먼지(PM2.5),40.2
2018-07-19,28.7,23.2,34.1,,,6.9,340.0,3.2,290.0,1.6,1416.0,20.5,40.0,64.1,24.3,1001.1,12.9,3.36,27.8,,6.0,,26.0,19.0,0.024,0.017,0.3,0.003,-0.002624672,-0.0013477089999999999,0.015228426000000002,0.0,0.010943912,좋음,50.0,초미세먼지(PM2.5),66.7
2018-07-20,29.5,24.6,34.7,,,6.3,270.0,3.3,320.0,1.5,1284.0,21.1,41.0,62.6,25.0,999.4,12.9,3.21,25.73,,5.6,,34.0,23.0,0.036000000000000004,0.027999999999999997,0.4,0.004,0.0026737970000000003,0.0,0.014242116,-0.006269591999999999,-0.005532503,보통,56.0,초미세먼지(PM2.5),69.7
2018-07-21,30.6,24.9,36.9,,,6.9,230.0,3.6,270.0,1.5,1260.0,19.3,29.0,53.6,22.5,999.0,12.9,3.21,26.62,,6.4,,34.0,23.0,0.045,0.031,0.4,0.005,,,,,,보통,63.0,오존,68.3
2018-07-22,31.8,25.3,38.0,,,6.2,290.0,3.7,290.0,1.4,1246.0,19.3,30.0,49.6,22.4,998.6,12.2,3.24,25.51,,6.4,,28.0,18.0,0.045,0.021,0.4,0.003,,,,,,보통,63.0,오존,69.9
2018-07-23,31.7,29.2,35.7,,,7.1,270.0,4.0,320.0,1.8,1594.0,21.0,41.0,53.8,25.0,999.0,8.0,2.94,18.94,,4.7,,31.0,19.0,0.042,0.02,0.3,0.005,0.0,0.001420455,0.0061349690000000005,0.0,0.004143646,보통,60.0,오존,54.2
2018-07-24,31.4,27.2,36.8,,,6.5,270.0,4.0,290.0,1.6,1368.0,22.3,40.0,59.5,27.0,997.4,10.2,2.86,18.42,,4.5,,39.0,28.0,0.064,0.027000000000000003,0.4,0.005,-0.00297619,-0.0014388489999999999,0.001060445,-0.012820513,0.008391608,보통,78.0,오존,52.9
2018-07-25,30.1,27.7,34.1,,,7.4,180.0,3.8,180.0,2.4,2070.0,22.9,50.0,66.3,28.0,997.5,5.2,2.23,14.36,,3.5,,34.0,21.0,0.025,0.025,0.4,0.005,0.0,-0.004279601,0.02217529,-0.003246753,-0.054794521,보통,54.0,초미세먼지(PM2.5),19.5
2018-07-26,30.1,27.3,33.7,,,6.0,270.0,3.4,270.0,1.5,1256.0,23.6,51.0,68.8,29.1,997.5,4.4,1.94,12.21,,3.0,,43.0,27.0,0.03,0.025,0.4,0.004,0.00887574,-0.0028985509999999996,0.010438413,-0.016286645,0.003273322,보통,66.0,초미세먼지(PM2.5),14.3
2018-07-27,30.9,27.2,35.4,,,6.7,270.0,3.7,270.0,1.9,1630.0,24.3,48.0,69.3,30.3,997.2,9.3,2.89,19.29,,4.3,,52.0,34.0,0.038,0.022000000000000002,0.4,0.003,-0.005847953,0.0,0.014507772,0.0,0.003225806,보통,79.0,초미세먼지(PM2.5),38.7
2018-07-28,29.5,28.0,35.2,1.83,7.5,6.5,110.0,3.6,270.0,1.2,1034.0,25.0,53.0,77.1,31.6,996.1,3.4,1.75,9.59,,2.4,,46.0,31.0,0.019,0.033,0.3,0.003,,,,,,보통,74.0,초미세먼지(PM2.5),47.2
2018-07-29,31.3,26.4,36.7,,,7.4,50.0,2.9,360.0,1.2,1068.0,19.7,32.0,52.4,23.1,994.2,12.3,2.6,22.33,,5.4,,18.0,13.0,0.026000000000000002,0.016,0.2,0.003,,,,,,좋음,43.0,오존,47.2
2018-07-30,31.7,26.2,36.9,,,6.6,70.0,2.4,50.0,1.2,1019.0,20.0,35.0,50.9,23.4,994.3,11.0,2.34,19.68,,4.5,,10.0,6.0,0.021,0.021,0.3,0.002,-0.016574586000000002,0.002721088,0.011351908999999999,0.0,0.0,좋음,35.0,이산화질소,57.2
2018-07-31,32.6,27.8,38.3,,,6.9,290.0,3.6,320.0,1.5,1308.0,20.5,32.0,50.5,24.2,994.7,12.0,3.12,24.5,,5.8,,18.0,11.0,0.045,0.02,0.4,0.003,-0.010810811000000002,0.0,0.0125,0.0,0.00755287,보통,63.0,오존,62.7
2018-08-01,33.6,27.8,39.6,,,7.1,20.0,4.0,270.0,1.7,1454.0,22.9,35.0,55.5,28.0,993.4,12.6,3.12,25.69,,6.6,,34.0,21.0,0.053,0.023,0.4,0.003,0.0,-0.099206349,0.018848168000000002,0.01618123,0.00728863,보통,69.0,오존,56.1
2018-08-02,33.7,30.3,37.9,,,7.0,320.0,3.2,320.0,1.6,1343.0,22.9,38.0,54.4,28.0,995.6,9.8,2.58,18.58,,4.8,,40.0,29.0,0.066,0.027000000000000003,0.5,0.004,0.0,0.0,0.007099391,0.009375,0.0,보통,80.0,오존,67.2
2018-08-03,33.1,30.0,37.9,,,7.3,320.0,4.2,320.0,1.9,1628.0,22.6,39.0,55.3,27.4,997.4,10.5,2.71,21.09,,5.4,,47.0,35.0,0.061,0.027999999999999997,0.5,0.004,-0.002666667,0.009063444,0.011167513,0.0,0.004392387,보통,82.0,초미세먼지(PM2.5),66.7
2018-08-04,31.1,28.0,34.9,,,8.3,270.0,4.6,290.0,2.4,2082.0,22.2,46.0,60.6,26.9,998.2,12.1,2.56,20.45,,4.8,,27.0,19.0,0.039,0.015,0.3,0.004,,,,,,보통,58.0,오존,48.7
2018-08-05,30.0,27.2,33.9,2.5,2.0,9.0,290.0,4.9,270.0,2.6,2265.0,24.0,50.0,71.8,29.9,997.6,10.1,3.05,20.62,,4.6,,34.0,22.0,0.032,0.008,0.2,0.003,,,,,,보통,56.0,초미세먼지(PM2.5),58.9
2018-08-06,30.5,28.3,35.3,3.83,6.5,7.6,290.0,4.4,290.0,1.6,1359.0,24.6,49.0,71.6,30.9,996.8,7.3,2.93,17.86,,4.2,,38.0,25.0,0.031,0.02,0.2,0.003,0.0,0.0029154520000000002,0.006036216999999999,0.0,0.011644833,보통,61.0,초미세먼지(PM2.5),39.0
2018-08-07,30.5,26.8,35.9,,,6.9,290.0,3.7,290.0,1.5,1302.0,22.5,43.0,63.4,27.3,997.2,8.5,1.84,15.62,,3.7,,19.0,13.0,0.033,0.021,0.2,0.003,0.010638298000000001,0.01161103,0.003009027,0.012658228,0.0029411759999999998,보통,53.0,오존,46.9
2018-08-08,31.0,27.6,35.3,,,8.2,270.0,4.6,290.0,2.1,1784.0,23.0,35.0,64.8,28.2,996.8,10.8,2.72,20.59,,5.0,,30.0,20.0,0.027999999999999997,0.013999999999999999,0.2,0.003,0.016172507,0.01754386,-0.0010040160000000002,0.012738853999999999,-0.004360465,보통,51.0,초미세먼지(PM2.5),47.9
2018-08-09,28.8,27.1,32.5,3.5,2.0,7.6,20.0,4.2,340.0,1.5,1304.0,24.1,58.0,76.3,30.0,994.5,2.6,1.58,11.11,,2.5,,29.0,20.0,0.025,0.019,0.2,0.004,0.005235602,0.016176471,0.005030181,0.006389776,0.0,보통,51.0,초미세먼지(PM2.5),21.6
2018-08-10,30.7,25.7,36.8,,,7.2,320.0,3.6,320.0,1.4,1198.0,21.8,37.0,60.9,26.1,993.6,11.4,2.59,21.85,,5.2,,16.0,11.0,0.028999999999999998,0.018000000000000002,0.3,0.003,0.007894736999999999,0.020802377,0.00201005,0.0,-0.016320475,좋음,48.0,오존,25.9
